loan_id,applicant_id,sanction_amount,ltv_ratio,interest_rate,tenure_months,branch_code
LN-002082,APP-002082,1400000,0.8,9.25,240,BR-005
LN-002083,APP-002083,2900000,0.85,8.5,240,BR-001
LN-002084,APP-002084,2800000,0.65,9.25,240,BR-005
LN-002085,APP-002085,4000000,0.86,9.25,240,BR-004
LN-002086,APP-002086,8800000,0.66,8.5,180,BR-005
LN-002087,APP-002087,5300000,0.89,8.5,240,BR-005
LN-002088,APP-002088,1700000,0.68,8.5,240,BR-002
LN-002089,APP-002089,3300000,0.9,10.0,240,BR-002
LN-002090,APP-002090,2200000,0.76,9.25,240,BR-004
LN-002091,APP-002091,7100000,0.74,9.25,180,BR-001
LN-002092,APP-002092,4800000,0.73,9.25,360,BR-002
LN-002093,APP-002093,2700000,0.72,9.25,360,BR-001
LN-002094,APP-002094,5200000,0.69,9.25,180,BR-002
LN-002095,APP-002095,5500000,0.78,9.25,240,BR-002
LN-002096,APP-002096,2800000,0.9,9.25,240,BR-001
LN-002097,APP-002097,3900000,0.8,9.25,240,BR-003
LN-002098,APP-002098,9900000,0.83,9.25,240,BR-002
LN-002099,APP-002099,3600000,0.8,9.25,180,BR-002
LN-002100,APP-002100,3100000,0.75,8.5,180,BR-004
LN-002101,APP-002101,3800000,0.85,9.25,180,BR-003
LN-002102,APP-002102,4500000,0.7,8.5,120,BR-001
LN-002103,APP-002103,1700000,0.78,10.0,240,BR-003
LN-002104,APP-002104,3300000,0.72,8.5,120,BR-001
LN-002105,APP-002105,5200000,0.77,9.25,120,BR-005
LN-002106,APP-002106,2300000,0.6,8.5,180,BR-004
LN-002107,APP-002107,4500000,0.85,8.5,240,BR-004
LN-002108,APP-002108,6200000,0.69,8.5,180,BR-004
LN-002109,APP-002109,2200000,0.78,9.25,180,BR-005
LN-002110,APP-002110,10000000,0.62,9.25,360,BR-001
LN-002111,APP-002111,3900000,0.73,8.5,180,BR-003
LN-002112,APP-002112,3400000,0.62,8.5,240,BR-002
LN-002113,APP-002113,6800000,0.6,8.5,360,BR-005
LN-002114,APP-002114,2200000,0.84,9.25,120,BR-002
LN-002115,APP-002115,4000000,0.72,9.25,240,BR-004
LN-002116,APP-002116,2700000,0.84,8.5,240,BR-004
LN-002117,APP-002117,3100000,0.7,10.0,240,BR-003
LN-002118,APP-002118,3400000,0.79,8.5,360,BR-002
LN-002119,APP-002119,3500000,0.63,9.25,120,BR-002
LN-002120,APP-002120,5000000,0.66,9.25,180,BR-002
LN-002121,APP-002121,6900000,0.74,9.25,240,BR-004
LN-002122,APP-002122,5100000,0.73,8.5,360,BR-003
LN-002123,APP-002123,2600000,0.66,9.25,240,BR-005
LN-002124,APP-002124,4100000,0.86,9.25,360,BR-001
LN-002125,APP-002125,4000000,0.69,9.25,180,BR-005
LN-002126,APP-002126,4200000,0.83,10.0,120,BR-004
LN-002127,APP-002127,3200000,0.7,9.25,360,BR-002
LN-002128,APP-002128,2900000,0.9,9.25,180,BR-005
LN-002129,APP-002129,7100000,0.7,8.5,240,BR-004
LN-002130,APP-002130,3700000,0.68,9.25,180,BR-005
LN-002131,APP-002131,3000000,0.87,9.25,240,BR-002
LN-002132,APP-002132,6500000,0.65,9.25,360,BR-002
LN-002133,APP-002133,8900000,0.88,8.5,240,BR-004
LN-002134,APP-002134,2700000,0.77,9.25,240,BR-001
LN-002135,APP-002135,6100000,0.77,10.0,360,BR-003
LN-002136,APP-002136,3000000,0.68,9.25,180,BR-001
LN-002137,APP-002137,6300000,0.81,8.5,240,BR-004
LN-002138,APP-002138,1000000,0.61,8.5,240,BR-004
LN-002139,APP-002139,8600000,0.81,9.25,120,BR-004
LN-002140,APP-002140,5900000,0.79,10.0,120,BR-001
LN-002141,APP-002141,4500000,0.84,9.25,240,BR-003
LN-002142,APP-002142,4200000,0.64,9.25,240,BR-005
LN-002143,APP-002143,2300000,0.67,9.25,360,BR-004
LN-002144,APP-002144,2400000,0.73,8.5,180,BR-002
LN-002145,APP-002145,2400000,0.86,8.5,180,BR-004
LN-002146,APP-002146,5200000,0.69,9.25,240,BR-002
LN-002147,APP-002147,3000000,0.85,9.25,240,BR-004
LN-002148,APP-002148,9800000,0.63,8.5,240,BR-004
LN-002149,APP-002149,6200000,0.65,9.25,240,BR-004
LN-002150,APP-002150,2200000,0.65,8.5,180,BR-005
LN-002151,APP-002151,5900000,0.78,8.5,240,BR-005
LN-002152,APP-002152,2600000,0.72,9.25,240,BR-005
LN-002153,APP-002153,2300000,0.86,8.5,240,BR-004
LN-002154,APP-002154,2800000,0.75,9.25,240,BR-003
LN-002155,APP-002155,1400000,0.85,9.25,120,BR-001
LN-002156,APP-002156,11500000,0.67,9.25,240,BR-003
LN-002157,APP-002157,5400000,0.88,8.5,360,BR-004
LN-002158,APP-002158,6200000,0.79,9.25,120,BR-005
LN-002159,APP-002159,2000000,0.75,9.25,180,BR-004
LN-002160,APP-002160,7100000,0.78,8.5,180,BR-001
LN-002161,APP-002161,3200000,0.88,9.25,120,BR-005
LN-002162,APP-002162,1900000,0.7,9.25,240,BR-005
LN-002163,APP-002163,6800000,0.67,8.5,240,BR-005
LN-002164,APP-002164,3000000,0.67,9.25,240,BR-001
LN-002165,APP-002165,3000000,0.89,8.5,240,BR-003
LN-002166,APP-002166,3200000,0.7,9.25,180,BR-002
LN-002167,APP-002167,5200000,0.87,8.5,240,BR-002
LN-002168,APP-002168,4800000,0.64,8.5,240,BR-002
LN-002169,APP-002169,1500000,0.73,9.25,180,BR-001
LN-002170,APP-002170,1300000,0.79,9.25,240,BR-002
LN-002171,APP-002171,1300000,0.89,9.25,240,BR-005
LN-002172,APP-002172,8300000,0.8,8.5,360,BR-004
LN-002173,APP-002173,6200000,0.6,8.5,180,BR-001
LN-002174,APP-002174,4200000,0.83,8.5,360,BR-003
LN-002175,APP-002175,4100000,0.79,9.25,240,BR-002
LN-002176,APP-002176,4600000,0.66,8.5,240,BR-001
LN-002177,APP-002177,6500000,0.79,9.25,180,BR-002
LN-002178,APP-002178,2200000,0.88,8.5,240,BR-005
LN-002179,APP-002179,1600000,0.6,9.25,180,BR-003
LN-002180,APP-002180,4000000,0.89,8.5,240,BR-002
LN-002181,APP-002181,5000000,0.69,9.25,180,BR-005
LN-002182,APP-002182,2400000,0.78,8.5,180,BR-004
LN-002183,APP-002183,1900000,0.68,9.25,240,BR-002
LN-002184,APP-002184,2000000,0.82,8.5,240,BR-005
LN-002185,APP-002185,4600000,0.75,8.5,240,BR-001
LN-002186,APP-002186,4000000,0.68,9.25,240,BR-003
LN-002187,APP-002187,5700000,0.75,9.25,240,BR-005
LN-002188,APP-002188,2400000,0.71,8.5,120,BR-005
LN-002189,APP-002189,1600000,0.67,9.25,180,BR-001
LN-002190,APP-002190,1200000,0.78,9.25,180,BR-005
LN-002191,APP-002191,3900000,0.79,9.25,240,BR-002
LN-002192,APP-002192,5400000,0.64,9.25,240,BR-001
LN-002193,APP-002193,3400000,0.88,9.25,240,BR-004
LN-002194,APP-002194,3100000,0.6,9.25,240,BR-005
LN-002195,APP-002195,5000000,0.68,9.25,240,BR-004
LN-002196,APP-002196,1100000,0.7,9.25,240,BR-005
LN-002197,APP-002197,1500000,0.62,9.25,120,BR-005
LN-002198,APP-002198,2400000,0.63,9.25,240,BR-002
LN-002199,APP-002199,3900000,0.85,9.25,120,BR-004
LN-002200,APP-002200,1100000,0.71,9.25,180,BR-001
LN-002201,APP-002201,4900000,0.71,9.25,120,BR-001
LN-002202,APP-002202,1800000,0.81,8.5,240,BR-004
LN-002203,APP-002203,3900000,0.82,9.25,180,BR-004
LN-002204,APP-002204,2400000,0.81,9.25,120,BR-004
LN-002205,APP-002205,3400000,0.74,8.5,240,BR-004
LN-002206,APP-002206,7700000,0.81,9.25,120,BR-004
LN-002207,APP-002207,1600000,0.88,8.5,240,BR-003
LN-002208,APP-002208,2300000,0.64,9.25,360,BR-004
LN-002209,APP-002209,3200000,0.77,8.5,240,BR-003
LN-002210,APP-002210,6200000,0.86,9.25,240,BR-005
LN-002211,APP-002211,4900000,0.89,9.25,180,BR-001
LN-002212,APP-002212,1800000,0.63,8.5,240,BR-004
LN-002213,APP-002213,2900000,0.88,8.5,180,BR-005
LN-002214,APP-002214,9500000,0.82,8.5,180,BR-002
LN-002215,APP-002215,4300000,0.82,9.25,360,BR-003
LN-002216,APP-002216,2800000,0.64,9.25,120,BR-004
LN-002217,APP-002217,1200000,0.87,10.0,240,BR-005
LN-002218,APP-002218,2300000,0.71,9.25,180,BR-004
LN-002219,APP-002219,5500000,0.78,9.25,240,BR-001
LN-002220,APP-002220,2500000,0.82,8.5,240,BR-004
LN-002221,APP-002221,3100000,0.66,9.25,240,BR-002
LN-002222,APP-002222,3500000,0.65,8.5,240,BR-003
LN-002223,APP-002223,3500000,0.71,9.25,180,BR-002
LN-002224,APP-002224,2200000,0.79,8.5,360,BR-001
LN-002225,APP-002225,2000000,0.8,9.25,240,BR-004
LN-002226,APP-002226,2600000,0.78,8.5,240,BR-004
LN-002227,APP-002227,2700000,0.85,9.25,240,BR-001
LN-002228,APP-002228,8200000,0.82,8.5,240,BR-004
LN-002229,APP-002229,4500000,0.75,8.5,240,BR-004
LN-002230,APP-002230,7300000,0.74,9.25,180,BR-004
LN-002231,APP-002231,2900000,0.84,9.25,240,BR-005
LN-002232,APP-002232,3000000,0.87,9.25,240,BR-005
LN-002233,APP-002233,2600000,0.85,8.5,180,BR-003
LN-002234,APP-002234,5400000,0.75,8.5,240,BR-001
LN-002235,APP-002235,1800000,0.77,9.25,180,BR-002
LN-002236,APP-002236,4000000,0.84,9.25,240,BR-001
LN-002237,APP-002237,2300000,0.77,8.5,360,BR-004
LN-002238,APP-002238,4700000,0.67,8.5,360,BR-004
LN-002239,APP-002239,5600000,0.87,8.5,240,BR-001
LN-002240,APP-002240,6500000,0.75,8.5,240,BR-004
LN-002241,APP-002241,6900000,0.89,9.25,240,BR-003
LN-002242,APP-002242,4400000,0.77,9.25,240,BR-002
LN-002243,APP-002243,3100000,0.72,9.25,180,BR-004
LN-002244,APP-002244,3600000,0.66,8.5,180,BR-005
LN-002245,APP-002245,5400000,0.8,10.0,240,BR-004
LN-002246,APP-002246,6300000,0.67,9.25,240,BR-004
LN-002247,APP-002247,9600000,0.88,9.25,240,BR-004
LN-002248,APP-002248,4900000,0.78,8.5,360,BR-001
LN-002249,APP-002249,8100000,0.85,9.25,180,BR-001
LN-002250,APP-002250,1500000,0.66,8.5,180,BR-001
LN-002251,APP-002251,2300000,0.62,9.25,240,BR-005
LN-002252,APP-002252,1800000,0.73,8.5,240,BR-003
LN-002253,APP-002253,1700000,0.88,9.25,120,BR-003
LN-002254,APP-002254,5600000,0.63,9.25,180,BR-001
LN-002255,APP-002255,1400000,0.84,9.25,240,BR-004
LN-002256,APP-002256,2100000,0.62,9.25,180,BR-001
LN-002257,APP-002257,8500000,0.65,9.25,240,BR-004
LN-002258,APP-002258,3100000,0.82,9.25,240,BR-005
LN-002259,APP-002259,3400000,0.66,8.5,240,BR-004
LN-002260,APP-002260,6700000,0.61,9.25,240,BR-004
LN-002261,APP-002261,5000000,0.67,9.25,180,BR-003
LN-002262,APP-002262,3800000,0.82,9.25,180,BR-004
LN-002263,APP-002263,3000000,0.76,9.25,240,BR-001
LN-002264,APP-002264,4400000,0.76,9.25,180,BR-002
LN-002265,APP-002265,3600000,0.72,9.25,240,BR-005
LN-002266,APP-002266,4400000,0.64,8.5,240,BR-002
LN-002267,APP-002267,4000000,0.66,8.5,180,BR-005
LN-002268,APP-002268,3400000,0.66,9.25,180,BR-001
LN-002269,APP-002269,8500000,0.81,8.5,240,BR-001
LN-002270,APP-002270,4000000,0.9,10.0,240,BR-002
LN-002271,APP-002271,3800000,0.67,9.25,240,BR-003
LN-002272,APP-002272,2400000,0.65,8.5,240,BR-005
LN-002273,APP-002273,4500000,0.68,9.25,240,BR-003
LN-002274,APP-002274,4700000,0.88,9.25,240,BR-001
LN-002275,APP-002275,1300000,0.66,9.25,180,BR-004
LN-002276,APP-002276,3100000,0.81,9.25,240,BR-005
LN-002277,APP-002277,4500000,0.64,9.25,240,BR-005
LN-002278,APP-002278,6800000,0.8,9.25,180,BR-001
LN-002279,APP-002279,4000000,0.67,9.25,240,BR-003
LN-002280,APP-002280,4900000,0.85,9.25,180,BR-004
LN-002281,APP-002281,2300000,0.61,8.5,180,BR-002
LN-002282,APP-002282,2100000,0.75,8.5,240,BR-004
LN-002283,APP-002283,4700000,0.8,8.5,180,BR-003
LN-002284,APP-002284,7100000,0.82,8.5,240,BR-001
LN-002285,APP-002285,2200000,0.87,9.25,240,BR-004
LN-002286,APP-002286,2900000,0.79,9.25,180,BR-002
LN-002287,APP-002287,1700000,0.74,10.0,240,BR-003
LN-002288,APP-002288,4000000,0.82,9.25,360,BR-004
LN-002289,APP-002289,4000000,0.76,9.25,240,BR-004
LN-002290,APP-002290,3900000,0.63,9.25,120,BR-004
LN-002291,APP-002291,5500000,0.64,9.25,180,BR-001
LN-002292,APP-002292,3200000,0.85,8.5,240,BR-004
LN-002293,APP-002293,4100000,0.77,8.5,240,BR-001
LN-002294,APP-002294,5300000,0.65,8.5,120,BR-002
LN-002295,APP-002295,3500000,0.84,8.5,180,BR-001
LN-002296,APP-002296,2900000,0.78,8.5,240,BR-002
LN-002297,APP-002297,1600000,0.65,9.25,240,BR-005
LN-002298,APP-002298,2500000,0.73,9.25,240,BR-005
LN-002299,APP-002299,5500000,0.88,8.5,240,BR-002
LN-002300,APP-002300,2400000,0.83,9.25,240,BR-001
LN-002301,APP-002301,2000000,0.72,9.25,240,BR-001
LN-002302,APP-002302,2900000,0.6,9.25,240,BR-003
LN-002303,APP-002303,6100000,0.67,9.25,180,BR-005
LN-002304,APP-002304,6400000,0.65,9.25,240,BR-001
LN-002305,APP-002305,1500000,0.81,10.0,240,BR-003
LN-002306,APP-002306,4400000,0.86,8.5,240,BR-005
LN-002307,APP-002307,1700000,0.65,9.25,180,BR-001
LN-002308,APP-002308,2700000,0.61,9.25,240,BR-002
LN-002309,APP-002309,2200000,0.64,9.25,180,BR-004
LN-002310,APP-002310,3200000,0.73,9.25,360,BR-004
LN-002311,APP-002311,2200000,0.62,9.25,180,BR-005
LN-002312,APP-002312,8700000,0.87,10.0,240,BR-003
LN-002313,APP-002313,2400000,0.68,8.5,240,BR-005
LN-002314,APP-002314,2800000,0.71,8.5,180,BR-003
LN-002315,APP-002315,1400000,0.65,8.5,180,BR-002
LN-002316,APP-002316,6600000,0.82,9.25,120,BR-004
LN-002317,APP-002317,2600000,0.71,9.25,360,BR-001
LN-002318,APP-002318,6500000,0.63,9.25,240,BR-003
LN-002319,APP-002319,5400000,0.71,8.5,240,BR-001
LN-002320,APP-002320,5400000,0.9,9.25,240,BR-003
LN-002321,APP-002321,3800000,0.81,9.25,180,BR-001
LN-002322,APP-002322,3900000,0.86,9.25,180,BR-004
LN-002323,APP-002323,7500000,0.87,9.25,180,BR-005
LN-002324,APP-002324,2600000,0.76,8.5,240,BR-004
LN-002325,APP-002325,4800000,0.77,9.25,120,BR-003
LN-002326,APP-002326,3400000,0.87,9.25,240,BR-004
LN-002327,APP-002327,5400000,0.86,9.25,180,BR-005
LN-002328,APP-002328,3600000,0.81,8.5,240,BR-005
LN-002329,APP-002329,5700000,0.85,9.25,120,BR-001
LN-002330,APP-002330,3400000,0.82,9.25,240,BR-002
LN-002331,APP-002331,7400000,0.69,8.5,240,BR-002
LN-002332,APP-002332,3000000,0.64,9.25,360,BR-003
LN-002333,APP-002333,4300000,0.82,8.5,180,BR-003
LN-002334,APP-002334,1300000,0.87,9.25,360,BR-002
LN-002335,APP-002335,6300000,0.89,9.25,360,BR-003
LN-002336,APP-002336,2300000,0.61,9.25,180,BR-005
LN-002337,APP-002337,2500000,0.79,9.25,240,BR-002
LN-002338,APP-002338,7200000,0.79,9.25,180,BR-001
LN-002339,APP-002339,5800000,0.71,9.25,180,BR-004
LN-002340,APP-002340,5900000,0.77,9.25,360,BR-001
LN-002341,APP-002341,1900000,0.74,9.25,240,BR-005
LN-002342,APP-002342,3200000,0.88,8.5,240,BR-005
LN-002343,APP-002343,3200000,0.69,8.5,180,BR-004
LN-002344,APP-002344,4200000,0.65,8.5,240,BR-001
LN-002345,APP-002345,2900000,0.8,9.25,240,BR-005
LN-002346,APP-002346,2000000,0.79,10.0,240,BR-004
LN-002347,APP-002347,12500000,0.62,8.5,120,BR-001
LN-002348,APP-002348,4400000,0.9,10.0,240,BR-005
LN-002349,APP-002349,9100000,0.7,8.5,240,BR-002
LN-002350,APP-002350,2400000,0.9,9.25,240,BR-004
LN-002351,APP-002351,8500000,0.69,9.25,360,BR-002
LN-002352,APP-002352,3600000,0.77,9.25,240,BR-004
LN-002353,APP-002353,14400000,0.65,8.5,240,BR-005
LN-002354,APP-002354,5300000,0.76,9.25,180,BR-005
LN-002355,APP-002355,2500000,0.68,9.25,240,BR-002
LN-002356,APP-002356,5500000,0.8,9.25,360,BR-004
LN-002357,APP-002357,2900000,0.71,10.0,240,BR-003
LN-002358,APP-002358,2400000,0.81,8.5,240,BR-001
LN-002359,APP-002359,4600000,0.76,9.25,240,BR-001
LN-002360,APP-002360,3700000,0.71,9.25,240,BR-001
LN-002361,APP-002361,4100000,0.62,8.5,240,BR-001
LN-002362,APP-002362,2300000,0.62,8.5,240,BR-005
LN-002363,APP-002363,8800000,0.84,8.5,180,BR-004
LN-002364,APP-002364,5500000,0.82,9.25,360,BR-002
LN-002365,APP-002365,6800000,0.74,9.25,360,BR-002
LN-002366,APP-002366,7300000,0.6,9.25,360,BR-005
LN-002367,APP-002367,6200000,0.84,9.25,360,BR-005
LN-002368,APP-002368,4400000,0.8,8.5,240,BR-001
LN-002369,APP-002369,3800000,0.62,8.5,240,BR-003
LN-002370,APP-002370,3600000,0.68,9.25,240,BR-001
LN-002371,APP-002371,7800000,0.62,9.25,120,BR-005
LN-002372,APP-002372,3300000,0.86,9.25,180,BR-002
LN-002373,APP-002373,7100000,0.75,9.25,180,BR-004
LN-002374,APP-002374,5900000,0.71,9.25,180,BR-001
LN-002375,APP-002375,3800000,0.79,9.25,240,BR-003
LN-002376,APP-002376,7800000,0.82,8.5,240,BR-001
LN-002377,APP-002377,2700000,0.8,8.5,180,BR-003
LN-002378,APP-002378,1000000,0.85,9.25,240,BR-001
LN-002379,APP-002379,8300000,0.78,9.25,180,BR-003
LN-002380,APP-002380,2800000,0.6,9.25,240,BR-002
LN-002381,APP-002381,4300000,0.64,8.5,360,BR-004
LN-002382,APP-002382,8400000,0.86,9.25,240,BR-002
LN-002383,APP-002383,4300000,0.64,9.25,120,BR-001
LN-002384,APP-002384,7300000,0.79,9.25,180,BR-004
LN-002385,APP-002385,3300000,0.66,9.25,240,BR-003
LN-002386,APP-002386,7000000,0.89,8.5,180,BR-002
LN-002387,APP-002387,3000000,0.67,8.5,240,BR-004
LN-002388,APP-002388,7300000,0.71,9.25,240,BR-001
LN-002389,APP-002389,2200000,0.9,10.0,240,BR-004
LN-002390,APP-002390,6200000,0.8,8.5,240,BR-005
LN-002391,APP-002391,3200000,0.7,9.25,240,BR-003
LN-002392,APP-002392,2000000,0.81,9.25,240,BR-003
LN-002393,APP-002393,2000000,0.89,9.25,240,BR-004
LN-002394,APP-002394,1900000,0.64,8.5,240,BR-002
LN-002395,APP-002395,6400000,0.67,8.5,120,BR-004
LN-002396,APP-002396,5200000,0.73,8.5,180,BR-004
LN-002397,APP-002397,3000000,0.69,8.5,180,BR-001
LN-002398,APP-002398,3700000,0.7,9.25,240,BR-004
LN-002399,APP-002399,3000000,0.73,8.5,240,BR-003
LN-002400,APP-002400,10500000,0.84,8.5,360,BR-001
LN-002401,APP-002401,3100000,0.71,9.25,240,BR-004
LN-002402,APP-002402,2600000,0.68,8.5,240,BR-004
LN-002403,APP-002403,8300000,0.77,9.25,360,BR-003
LN-002404,APP-002404,10300000,0.86,9.25,360,BR-001
LN-002405,APP-002405,2000000,0.81,9.25,240,BR-005
LN-002406,APP-002406,7700000,0.7,8.5,240,BR-004
LN-002407,APP-002407,5900000,0.89,8.5,240,BR-005
LN-002408,APP-002408,5200000,0.81,8.5,120,BR-003
LN-002409,APP-002409,1900000,0.64,9.25,240,BR-002
LN-002410,APP-002410,3300000,0.81,8.5,240,BR-002
LN-002411,APP-002411,2000000,0.87,9.25,240,BR-004
LN-002412,APP-002412,3800000,0.74,9.25,180,BR-004
LN-002413,APP-002413,4400000,0.82,9.25,240,BR-003
LN-002414,APP-002414,3700000,0.65,9.25,240,BR-001
LN-002415,APP-002415,6700000,0.63,8.5,240,BR-004
LN-002416,APP-002416,10100000,0.79,8.5,180,BR-002
LN-002417,APP-002417,5300000,0.72,9.25,180,BR-003
LN-002418,APP-002418,1900000,0.74,8.5,240,BR-001
LN-002419,APP-002419,2600000,0.69,9.25,180,BR-003
LN-002420,APP-002420,2300000,0.74,9.25,240,BR-004
LN-002421,APP-002421,4200000,0.63,9.25,240,BR-002
LN-002422,APP-002422,4300000,0.63,8.5,360,BR-003
LN-002423,APP-002423,5000000,0.73,8.5,180,BR-002
LN-002424,APP-002424,13000000,0.74,9.25,240,BR-004
LN-002425,APP-002425,9400000,0.86,8.5,240,BR-003
LN-002426,APP-002426,8500000,0.7,8.5,180,BR-001
LN-002427,APP-002427,2200000,0.8,9.25,360,BR-004
LN-002428,APP-002428,2500000,0.69,9.25,120,BR-002
LN-002429,APP-002429,3800000,0.69,8.5,120,BR-004
LN-002430,APP-002430,4200000,0.81,8.5,180,BR-001
LN-002431,APP-002431,4500000,0.77,9.25,360,BR-005
LN-002432,APP-002432,4000000,0.81,10.0,120,BR-005
LN-002433,APP-002433,2000000,0.74,8.5,240,BR-004
LN-002434,APP-002434,4900000,0.85,9.25,240,BR-003
LN-002435,APP-002435,5300000,0.82,9.25,180,BR-005
LN-002436,APP-002436,1700000,0.88,8.5,240,BR-004
LN-002437,APP-002437,2600000,0.86,9.25,180,BR-004
LN-002438,APP-002438,500000,0.8,8.5,240,BR-001
LN-002439,APP-002439,2800000,0.76,10.0,180,BR-001
LN-002440,APP-002440,5600000,0.71,8.5,180,BR-004
LN-002441,APP-002441,3900000,0.77,8.5,240,BR-001
LN-002442,APP-002442,4400000,0.61,8.5,240,BR-001
LN-002443,APP-002443,3800000,0.8,9.25,180,BR-003
LN-002444,APP-002444,5400000,0.89,9.25,180,BR-003
LN-002445,APP-002445,3300000,0.85,9.25,240,BR-004
LN-002446,APP-002446,3900000,0.81,9.25,240,BR-002
LN-002447,APP-002447,2700000,0.8,9.25,240,BR-003
LN-002448,APP-002448,1900000,0.87,8.5,180,BR-001
LN-002449,APP-002449,1200000,0.69,8.5,180,BR-003
LN-002450,APP-002450,3300000,0.73,8.5,180,BR-003
LN-002451,APP-002451,1600000,0.8,8.5,240,BR-002
LN-002452,APP-002452,3800000,0.77,8.5,180,BR-002
LN-002453,APP-002453,10200000,0.85,8.5,240,BR-003
LN-002454,APP-002454,2600000,0.71,9.25,360,BR-001
LN-002455,APP-002455,1900000,0.72,9.25,240,BR-005
LN-002456,APP-002456,7300000,0.67,8.5,180,BR-002
LN-002457,APP-002457,6300000,0.79,8.5,180,BR-004
LN-002458,APP-002458,2000000,0.72,8.5,240,BR-003
LN-002459,APP-002459,2500000,0.76,9.25,180,BR-001
LN-002460,APP-002460,2700000,0.62,8.5,240,BR-004
LN-002461,APP-002461,7300000,0.81,9.25,240,BR-003
LN-002462,APP-002462,1300000,0.86,10.0,240,BR-001
LN-002463,APP-002463,7800000,0.82,9.25,180,BR-002
LN-002464,APP-002464,4700000,0.68,8.5,240,BR-004
LN-002465,APP-002465,2700000,0.86,9.25,240,BR-001
LN-002466,APP-002466,6600000,0.86,8.5,120,BR-001
LN-002467,APP-002467,4200000,0.73,9.25,240,BR-001
LN-002468,APP-002468,3000000,0.63,9.25,240,BR-003
LN-002469,APP-002469,4700000,0.75,9.25,240,BR-004
LN-002470,APP-002470,3200000,0.79,9.25,120,BR-003
LN-002471,APP-002471,4500000,0.78,9.25,240,BR-004
LN-002472,APP-002472,4300000,0.87,8.5,360,BR-005
LN-002473,APP-002473,1500000,0.88,9.25,240,BR-003
LN-002474,APP-002474,7100000,0.79,8.5,240,BR-004
LN-002475,APP-002475,3600000,0.79,9.25,120,BR-002
LN-002476,APP-002476,1000000,0.74,10.0,120,BR-001
LN-002477,APP-002477,7300000,0.72,9.25,120,BR-003
LN-002478,APP-002478,5700000,0.7,9.25,240,BR-005
LN-002479,APP-002479,3900000,0.7,8.5,240,BR-004
LN-002480,APP-002480,7800000,0.82,8.5,180,BR-001
LN-002481,APP-002481,4700000,0.75,9.25,240,BR-005
LN-002482,APP-002482,4100000,0.75,9.25,240,BR-002
LN-002483,APP-002483,7100000,0.67,8.5,240,BR-003
LN-002484,APP-002484,6100000,0.65,8.5,240,BR-001
LN-002485,APP-002485,2000000,0.72,9.25,180,BR-004
LN-002486,APP-002486,23900000,0.62,8.5,240,BR-005
LN-002487,APP-002487,1500000,0.65,8.5,180,BR-002
LN-002488,APP-002488,4400000,0.85,8.5,240,BR-002
LN-002489,APP-002489,7900000,0.73,9.25,240,BR-005
LN-002490,APP-002490,4000000,0.89,9.25,240,BR-004
LN-002491,APP-002491,5200000,0.6,8.5,240,BR-002
LN-002492,APP-002492,8800000,0.88,9.25,180,BR-003
LN-002493,APP-002493,2300000,0.8,9.25,180,BR-003
LN-002494,APP-002494,8000000,0.79,9.25,240,BR-001
LN-002495,APP-002495,2700000,0.85,9.25,240,BR-005
LN-002496,APP-002496,2900000,0.79,8.5,180,BR-001
LN-002497,APP-002497,1600000,0.71,10.0,240,BR-003
LN-002498,APP-002498,2900000,0.87,9.25,180,BR-003
LN-002499,APP-002499,2600000,0.86,9.25,180,BR-002
LN-002500,APP-002500,2700000,0.76,8.5,180,BR-001
LN-002501,APP-002501,4200000,0.64,9.25,360,BR-003
LN-002502,APP-002502,7300000,0.85,9.25,180,BR-001
LN-002503,APP-002503,7000000,0.76,9.25,240,BR-005
LN-002504,APP-002504,2400000,0.7,8.5,120,BR-002
LN-002505,APP-002505,1800000,0.9,9.25,240,BR-005
LN-002506,APP-002506,2800000,0.65,9.25,240,BR-002
LN-002507,APP-002507,1700000,0.65,9.25,240,BR-002
LN-002508,APP-002508,3800000,0.78,8.5,180,BR-001
LN-002509,APP-002509,3700000,0.78,10.0,240,BR-002
LN-002510,APP-002510,2400000,0.72,9.25,360,BR-004
LN-002511,APP-002511,4500000,0.67,9.25,180,BR-004
LN-002512,APP-002512,3200000,0.83,9.25,360,BR-003
LN-002513,APP-002513,3900000,0.68,8.5,360,BR-005
LN-002514,APP-002514,2500000,0.85,9.25,180,BR-001
LN-002515,APP-002515,3200000,0.82,8.5,180,BR-003
LN-002516,APP-002516,1400000,0.69,9.25,180,BR-003
LN-002517,APP-002517,3200000,0.84,9.25,240,BR-001
LN-002518,APP-002518,2400000,0.7,8.5,240,BR-001
LN-002519,APP-002519,2100000,0.82,10.0,180,BR-001
LN-002520,APP-002520,5500000,0.62,9.25,240,BR-002
LN-002521,APP-002521,6800000,0.77,9.25,180,BR-005
LN-002522,APP-002522,5100000,0.84,9.25,240,BR-001
LN-002523,APP-002523,3700000,0.79,9.25,180,BR-005
LN-002524,APP-002524,1800000,0.77,9.25,240,BR-002
LN-002525,APP-002525,6800000,0.87,9.25,240,BR-003
LN-002526,APP-002526,3800000,0.73,8.5,180,BR-003
LN-002527,APP-002527,7900000,0.9,9.25,180,BR-005
LN-002528,APP-002528,2200000,0.74,9.25,240,BR-004
LN-002529,APP-002529,5300000,0.79,8.5,360,BR-002
LN-002530,APP-002530,4500000,0.61,9.25,240,BR-005
LN-002531,APP-002531,5300000,0.81,8.5,240,BR-005
